ID,Age,Masked,Vaccinate,Initial_Status
13009,70,Yes,No,Susceptible
13010,7,Yes,Yes,Susceptible
13011,50,No,Yes,Susceptible
13012,14,Yes,Yes,Susceptible
13013,38,Yes,Yes,Susceptible
13014,79,Yes,No,Susceptible
13015,47,Yes,No,Susceptible
13016,33,No,No,Susceptible
13017,43,Yes,No,Susceptible
13018,29,Yes,No,Susceptible
13019,57,Yes,Yes,Susceptible
13020,5,Yes,Yes,Susceptible
13021,60,No,Yes,Susceptible
13022,70,Yes,Yes,Susceptible
13023,2,Yes,No,Susceptible
13024,70,Yes,Yes,Susceptible
13025,43,Yes,Yes,Susceptible
13026,4,Yes,Yes,Susceptible
13027,56,No,Yes,Susceptible
13028,59,Yes,Yes,Susceptible
13029,89,Yes,Yes,Susceptible
13030,9,Yes,No,Susceptible
13031,3,No,No,Susceptible
13032,48,No,No,Susceptible
13033,43,Yes,Yes,Susceptible
13034,1,No,Yes,Susceptible
13035,57,No,Yes,Susceptible
13036,53,Yes,Yes,Susceptible
13037,16,Yes,Yes,Susceptible
13038,51,Yes,Yes,Susceptible
13039,75,Yes,Yes,Susceptible
13040,55,Yes,Yes,Susceptible
13041,1,Yes,No,Susceptible
13042,28,Yes,Yes,Susceptible
13043,53,Yes,No,Susceptible
13044,58,Yes,Yes,Susceptible
13045,73,No,Yes,Susceptible
13046,60,Yes,No,Susceptible
13047,59,Yes,Yes,Recovered
13048,22,Yes,No,Susceptible
13049,8,No,No,Susceptible
13050,49,No,No,Susceptible
13051,42,No,Yes,Susceptible
13052,27,No,Yes,Susceptible
13053,39,Yes,No,Exposed
13054,83,Yes,Yes,Susceptible
13055,25,Yes,No,Susceptible
13056,38,Yes,Yes,Susceptible
13057,85,Yes,Yes,Exposed
13058,24,Yes,No,Susceptible
13059,24,Yes,No,Susceptible
13060,60,No,Yes,Susceptible
13061,83,Yes,Yes,Susceptible
13062,50,Yes,Yes,Susceptible
13063,66,Yes,Yes,Susceptible
13064,14,Yes,No,Susceptible
13065,53,Yes,No,Susceptible
13066,32,No,No,Recovered
13067,48,No,Yes,Susceptible
13068,39,Yes,No,Susceptible
13069,40,Yes,No,Susceptible
13070,42,Yes,Yes,Susceptible
13071,77,Yes,Yes,Infectious
13072,76,Yes,No,Susceptible
13073,8,No,Yes,Susceptible
13074,79,Yes,Yes,Susceptible
13075,26,Yes,No,Susceptible
13076,12,Yes,No,Susceptible
13077,43,No,No,Susceptible
13078,51,Yes,Yes,Exposed
13079,82,Yes,Yes,Susceptible
13080,63,No,No,Exposed
13081,49,Yes,No,Susceptible
13082,27,Yes,Yes,Susceptible
13083,9,Yes,Yes,Susceptible
13084,39,Yes,Yes,Susceptible
13085,65,Yes,No,Susceptible
13086,71,No,No,Susceptible
13087,71,Yes,No,Susceptible
13088,7,Yes,Yes,Susceptible
13089,72,No,No,Susceptible
13090,80,Yes,No,Recovered
13091,67,Yes,No,Susceptible
13092,10,Yes,No,Susceptible
13093,71,No,No,Infectious
13094,85,No,Yes,Recovered
13095,53,Yes,Yes,Susceptible
13096,87,Yes,No,Susceptible
13097,57,Yes,Yes,Susceptible
13098,86,Yes,No,Susceptible
13099,27,Yes,No,Susceptible
13100,54,Yes,Yes,Susceptible
13101,4,Yes,Yes,Susceptible
13102,88,Yes,Yes,Susceptible
13103,23,Yes,No,Susceptible
13104,48,Yes,No,Susceptible
13105,83,No,Yes,Susceptible
13106,42,Yes,No,Susceptible
13107,3,Yes,No,Susceptible
13108,3,Yes,Yes,Susceptible
13109,28,Yes,Yes,Susceptible
13110,63,No,Yes,Susceptible
13111,81,Yes,Yes,Susceptible
13112,31,Yes,Yes,Susceptible
13113,10,Yes,No,Recovered
13114,49,No,No,Susceptible
13115,86,Yes,Yes,Susceptible
13116,21,No,No,Exposed
13117,53,No,No,Susceptible
13118,87,No,Yes,Exposed
13119,76,Yes,No,Susceptible
13120,89,Yes,No,Susceptible
13121,54,Yes,Yes,Susceptible
13122,57,Yes,Yes,Susceptible
13123,20,Yes,Yes,Susceptible
13124,49,No,No,Susceptible
13125,7,No,Yes,Susceptible
13126,29,No,Yes,Susceptible
13127,48,No,No,Exposed
13128,13,Yes,No,Susceptible
13129,3,Yes,No,Susceptible
13130,2,Yes,No,Susceptible
13131,16,Yes,No,Susceptible
13132,6,Yes,Yes,Susceptible
13133,45,No,No,Susceptible
13134,71,Yes,No,Susceptible
13135,5,Yes,Yes,Susceptible
13136,56,Yes,No,Infectious
13137,71,Yes,No,Susceptible
13138,32,Yes,No,Susceptible
13139,49,No,No,Susceptible
13140,13,Yes,No,Susceptible
13141,30,Yes,Yes,Susceptible
13142,25,No,No,Susceptible
13143,85,Yes,Yes,Susceptible
13144,60,Yes,No,Susceptible
13145,59,Yes,No,Susceptible
13146,85,No,Yes,Susceptible
13147,28,No,No,Susceptible
13148,58,No,No,Susceptible
13149,20,Yes,No,Susceptible
13150,34,No,No,Susceptible
13151,5,Yes,No,Susceptible
13152,82,No,Yes,Infectious
13153,60,Yes,Yes,Susceptible
13154,43,Yes,Yes,Susceptible
13155,57,Yes,No,Susceptible
13156,57,Yes,No,Susceptible
13157,75,Yes,No,Infectious
13158,54,Yes,Yes,Susceptible
13159,81,Yes,No,Susceptible
13160,45,Yes,No,Susceptible
13161,86,Yes,No,Susceptible
13162,37,No,Yes,Susceptible
13163,84,Yes,No,Susceptible
13164,48,Yes,No,Susceptible
13165,54,Yes,Yes,Susceptible
13166,48,Yes,No,Exposed
13167,6,No,No,Susceptible
13168,34,Yes,No,Susceptible
13169,63,No,No,Susceptible
13170,78,No,No,Susceptible
13171,48,Yes,No,Susceptible
13172,23,No,No,Susceptible
13173,84,Yes,Yes,Susceptible
13174,13,Yes,Yes,Infectious
13175,47,No,No,Susceptible
13176,44,Yes,Yes,Susceptible
13177,32,No,Yes,Susceptible
13178,26,Yes,No,Susceptible
13179,53,No,No,Susceptible
13180,14,Yes,No,Susceptible
13181,52,No,No,Susceptible
13182,36,Yes,No,Susceptible
13183,8,Yes,Yes,Susceptible
13184,40,Yes,Yes,Susceptible
13185,86,Yes,No,Susceptible
13186,22,Yes,No,Exposed
13187,16,No,No,Susceptible
13188,60,Yes,No,Susceptible
13189,60,No,No,Infectious
13190,10,Yes,No,Susceptible
13191,25,Yes,Yes,Recovered
13192,31,No,Yes,Susceptible
13193,21,Yes,No,Susceptible
13194,81,Yes,Yes,Susceptible
13195,33,Yes,No,Susceptible
13196,31,Yes,No,Susceptible
13197,21,Yes,Yes,Susceptible
13198,36,Yes,No,Susceptible
13199,65,Yes,No,Susceptible
13200,4,Yes,Yes,Susceptible
13201,68,Yes,Yes,Susceptible
13202,4,Yes,Yes,Infectious
13203,9,Yes,No,Susceptible
13204,30,Yes,No,Susceptible
13205,45,Yes,No,Susceptible
13206,4,No,Yes,Susceptible
13207,69,Yes,No,Susceptible
13208,23,Yes,No,Susceptible
13209,16,Yes,Yes,Susceptible
13210,22,No,No,Susceptible
13211,72,Yes,Yes,Susceptible
13212,48,Yes,Yes,Susceptible
13213,62,Yes,Yes,Susceptible
13214,60,Yes,Yes,Susceptible
13215,80,No,No,Susceptible
13216,5,No,No,Susceptible
13217,80,Yes,Yes,Recovered
13218,7,Yes,Yes,Susceptible
13219,51,Yes,Yes,Susceptible
13220,65,No,No,Susceptible
13221,9,Yes,No,Infectious
13222,82,Yes,Yes,Recovered
13223,45,Yes,Yes,Susceptible
13224,47,Yes,No,Susceptible
13225,67,Yes,Yes,Susceptible
13226,24,Yes,Yes,Exposed
13227,10,Yes,No,Susceptible
13228,73,Yes,Yes,Susceptible
13229,77,Yes,Yes,Exposed
13230,48,Yes,Yes,Susceptible
13231,35,No,Yes,Susceptible
13232,54,Yes,Yes,Susceptible
13233,87,Yes,No,Susceptible
13234,81,Yes,Yes,Recovered
13235,71,Yes,No,Susceptible
13236,16,No,Yes,Susceptible
13237,53,Yes,Yes,Susceptible
13238,40,Yes,No,Susceptible
13239,20,Yes,No,Susceptible
13240,88,Yes,No,Susceptible
13241,69,Yes,Yes,Susceptible
13242,45,Yes,Yes,Susceptible
13243,6,Yes,No,Susceptible
13244,69,Yes,Yes,Susceptible
13245,49,No,Yes,Susceptible
13246,39,Yes,No,Susceptible
13247,2,No,No,Susceptible
13248,39,Yes,No,Susceptible
13249,21,No,No,Susceptible
13250,40,Yes,Yes,Susceptible
13251,82,Yes,No,Susceptible
13252,54,Yes,No,Susceptible
13253,12,Yes,Yes,Susceptible
13254,81,Yes,No,Susceptible
13255,37,Yes,Yes,Susceptible
13256,38,Yes,No,Susceptible
13257,15,Yes,No,Susceptible
13258,7,Yes,Yes,Susceptible
13259,78,Yes,Yes,Susceptible
13260,50,No,No,Susceptible
13261,65,Yes,Yes,Susceptible
13262,67,Yes,No,Susceptible
13263,44,Yes,Yes,Susceptible
13264,31,Yes,Yes,Infectious
13265,43,No,Yes,Susceptible
13266,77,No,Yes,Susceptible
13267,48,Yes,No,Susceptible
13268,82,Yes,No,Susceptible
13269,81,Yes,No,Susceptible
13270,81,Yes,Yes,Susceptible
13271,61,No,Yes,Susceptible
13272,75,Yes,Yes,Susceptible
13273,84,Yes,Yes,Infectious
13274,10,Yes,No,Susceptible
13275,29,No,Yes,Susceptible
13276,48,No,Yes,Susceptible
13277,81,Yes,No,Susceptible
13278,62,Yes,No,Susceptible
13279,13,Yes,Yes,Susceptible
13280,44,No,No,Susceptible
13281,47,Yes,No,Susceptible
13282,64,No,Yes,Susceptible
13283,53,Yes,Yes,Susceptible
13284,77,No,No,Susceptible
13285,76,Yes,No,Susceptible
13286,44,Yes,No,Susceptible
13287,28,Yes,Yes,Susceptible
13288,2,Yes,Yes,Susceptible
13289,57,Yes,No,Susceptible
13290,57,Yes,No,Susceptible
13291,34,Yes,No,Susceptible
13292,87,Yes,Yes,Susceptible
13293,58,Yes,Yes,Susceptible
13294,52,Yes,No,Recovered
13295,29,Yes,Yes,Susceptible
13296,35,Yes,No,Susceptible
13297,75,Yes,Yes,Susceptible
13298,48,No,Yes,Susceptible
13299,33,Yes,No,Susceptible
13300,75,No,No,Susceptible
13301,73,Yes,No,Susceptible
13302,78,Yes,No,Susceptible
13303,9,Yes,No,Susceptible
13304,48,Yes,No,Susceptible
13305,67,No,Yes,Susceptible
13306,83,Yes,Yes,Infectious
13307,36,Yes,No,Recovered
13308,71,Yes,No,Susceptible
13309,44,No,No,Infectious
13310,82,No,No,Susceptible
13311,60,Yes,Yes,Susceptible
13312,63,No,Yes,Susceptible
13313,5,Yes,No,Susceptible
13314,87,Yes,No,Susceptible
13315,86,Yes,No,Susceptible
13316,76,Yes,Yes,Susceptible
13317,40,Yes,No,Susceptible
13318,19,Yes,Yes,Susceptible
13319,47,Yes,Yes,Exposed
13320,65,No,Yes,Susceptible
13321,67,Yes,No,Infectious
13322,18,Yes,Yes,Susceptible
13323,50,No,Yes,Susceptible
13324,30,No,Yes,Susceptible
13325,66,Yes,Yes,Susceptible
13326,5,Yes,No,Susceptible
13327,42,Yes,No,Susceptible
13328,84,No,Yes,Susceptible
13329,5,Yes,Yes,Susceptible
13330,50,Yes,Yes,Susceptible
13331,85,No,No,Susceptible
13332,58,Yes,No,Susceptible
13333,79,No,No,Susceptible
13334,84,Yes,No,Susceptible
13335,8,Yes,Yes,Susceptible
13336,31,Yes,Yes,Susceptible
13337,12,Yes,Yes,Recovered
13338,21,Yes,Yes,Susceptible
13339,62,Yes,No,Susceptible
13340,33,Yes,No,Susceptible
13341,26,Yes,Yes,Exposed
13342,40,No,No,Susceptible
13343,65,Yes,Yes,Susceptible
13344,59,Yes,Yes,Susceptible
13345,15,Yes,No,Recovered
13346,1,Yes,Yes,Susceptible
13347,11,Yes,No,Susceptible
13348,55,Yes,Yes,Susceptible
13349,2,Yes,Yes,Exposed
13350,65,Yes,Yes,Susceptible
13351,44,No,Yes,Susceptible
13352,16,Yes,No,Susceptible
13353,22,Yes,Yes,Exposed
13354,18,No,No,Exposed
13355,47,Yes,No,Susceptible
13356,81,Yes,Yes,Susceptible
13357,30,Yes,No,Infectious
13358,10,Yes,Yes,Exposed
13359,58,Yes,Yes,Susceptible
13360,62,Yes,No,Susceptible
13361,85,Yes,Yes,Susceptible
13362,80,No,Yes,Susceptible
13363,6,No,No,Susceptible
13364,67,No,No,Susceptible
13365,41,No,Yes,Susceptible
13366,43,Yes,Yes,Susceptible
13367,85,No,No,Susceptible
13368,77,Yes,Yes,Susceptible
13369,18,Yes,Yes,Susceptible
13370,58,Yes,Yes,Susceptible
13371,60,Yes,No,Susceptible
13372,88,Yes,No,Susceptible
13373,27,Yes,Yes,Susceptible
13374,68,No,Yes,Recovered
13375,22,Yes,No,Susceptible
13376,24,No,No,Susceptible
13377,40,Yes,Yes,Exposed
13378,74,Yes,No,Susceptible
13379,66,Yes,No,Susceptible
13380,40,Yes,Yes,Susceptible
13381,6,Yes,Yes,Infectious
13382,18,Yes,Yes,Susceptible
13383,81,Yes,Yes,Susceptible
13384,87,No,Yes,Susceptible
13385,30,Yes,Yes,Susceptible
13386,21,Yes,Yes,Susceptible
13387,62,Yes,Yes,Susceptible
13388,10,Yes,Yes,Susceptible
13389,13,Yes,No,Susceptible
13390,76,No,Yes,Exposed
13391,9,Yes,Yes,Susceptible
13392,68,Yes,Yes,Infectious
13393,39,Yes,No,Susceptible
13394,24,No,No,Susceptible
13395,34,No,No,Susceptible
13396,61,Yes,Yes,Exposed
13397,41,No,Yes,Exposed
13398,5,No,No,Susceptible
13399,79,Yes,No,Susceptible
13400,50,Yes,Yes,Susceptible
13401,4,Yes,Yes,Susceptible
13402,51,Yes,Yes,Susceptible
13403,52,Yes,Yes,Susceptible
13404,39,Yes,No,Susceptible
13405,8,No,No,Exposed
13406,45,No,No,Susceptible
13407,88,Yes,Yes,Susceptible
13408,28,Yes,No,Susceptible
13409,27,Yes,Yes,Susceptible
13410,65,No,Yes,Susceptible
13411,34,Yes,No,Susceptible
13412,81,No,Yes,Susceptible
13413,62,Yes,No,Exposed
13414,62,Yes,Yes,Susceptible
13415,38,Yes,Yes,Susceptible
13416,26,Yes,Yes,Susceptible
13417,24,Yes,Yes,Exposed
13418,39,Yes,Yes,Susceptible
13419,21,No,Yes,Recovered
13420,47,No,Yes,Susceptible
13421,48,No,Yes,Susceptible
13422,13,Yes,No,Susceptible
13423,3,No,No,Susceptible
13424,32,No,Yes,Exposed
13425,35,Yes,No,Susceptible
13426,19,No,Yes,Susceptible
13427,14,No,Yes,Susceptible
13428,48,Yes,Yes,Susceptible
13429,86,Yes,Yes,Susceptible
13430,81,Yes,No,Susceptible
13431,68,Yes,No,Susceptible
13432,45,Yes,Yes,Exposed
13433,19,Yes,Yes,Exposed
13434,64,Yes,No,Susceptible
13435,66,Yes,Yes,Susceptible
13436,79,No,Yes,Susceptible
13437,66,Yes,Yes,Susceptible
13438,75,Yes,No,Susceptible
13439,45,Yes,No,Infectious
13440,87,Yes,Yes,Susceptible
13441,74,Yes,No,Susceptible
13442,67,Yes,No,Susceptible
13443,69,No,No,Susceptible
13444,3,Yes,Yes,Susceptible
13445,38,Yes,Yes,Susceptible
13446,77,Yes,Yes,Susceptible
13447,42,No,No,Susceptible
13448,83,No,Yes,Susceptible
13449,40,Yes,Yes,Susceptible
13450,50,Yes,Yes,Susceptible
13451,35,No,No,Susceptible
13452,24,Yes,No,Exposed
13453,88,No,Yes,Susceptible
13454,17,No,Yes,Susceptible
13455,40,Yes,Yes,Exposed
13456,74,No,No,Susceptible
13457,66,No,No,Susceptible
13458,44,No,Yes,Susceptible
13459,23,Yes,Yes,Susceptible
13460,6,Yes,No,Susceptible
13461,66,Yes,No,Exposed
13462,21,Yes,Yes,Susceptible
13463,35,Yes,No,Susceptible
13464,29,Yes,Yes,Recovered
13465,7,Yes,No,Susceptible
13466,53,Yes,No,Susceptible
13467,37,Yes,No,Exposed
13468,23,Yes,Yes,Susceptible
13469,8,Yes,No,Susceptible
13470,76,No,Yes,Susceptible
13471,48,Yes,No,Susceptible
13472,10,Yes,Yes,Exposed
13473,79,Yes,No,Susceptible
13474,24,Yes,No,Susceptible
13475,47,Yes,No,Susceptible
13476,53,Yes,No,Susceptible
13477,39,Yes,No,Susceptible
13478,67,Yes,No,Susceptible
13479,66,Yes,Yes,Susceptible
13480,6,Yes,No,Susceptible
13481,21,Yes,Yes,Susceptible
13482,73,Yes,Yes,Recovered
13483,74,Yes,No,Susceptible
13484,36,No,Yes,Susceptible
13485,3,Yes,Yes,Recovered
13486,88,Yes,Yes,Susceptible
13487,86,Yes,Yes,Susceptible
13488,78,Yes,No,Susceptible
13489,42,No,Yes,Susceptible
13490,45,No,No,Susceptible
13491,44,Yes,Yes,Susceptible
13492,33,No,No,Infectious
13493,60,Yes,Yes,Susceptible
13494,86,No,No,Susceptible
13495,83,No,No,Susceptible
13496,83,No,Yes,Susceptible
13497,70,Yes,Yes,Susceptible
13498,83,Yes,Yes,Susceptible
13499,77,No,No,Susceptible
13500,26,No,No,Susceptible
13501,86,Yes,Yes,Susceptible
13502,21,Yes,Yes,Susceptible
13503,2,Yes,No,Susceptible
13504,47,Yes,No,Susceptible
13505,30,Yes,Yes,Susceptible
13506,27,No,Yes,Infectious
13507,71,Yes,Yes,Infectious
13508,20,Yes,Yes,Susceptible
13509,50,Yes,No,Susceptible
13510,23,Yes,No,Susceptible
13511,13,No,Yes,Susceptible
13512,81,Yes,No,Susceptible
13513,4,No,No,Susceptible
13514,14,Yes,Yes,Susceptible
13515,20,No,No,Susceptible
13516,13,Yes,No,Susceptible
13517,3,Yes,No,Susceptible
13518,82,Yes,Yes,Susceptible
13519,78,Yes,No,Susceptible
13520,47,Yes,Yes,Susceptible
13521,3,Yes,No,Susceptible
13522,1,Yes,No,Susceptible
13523,24,No,Yes,Infectious
13524,35,No,No,Susceptible
13525,14,Yes,No,Susceptible
13526,67,Yes,Yes,Susceptible
13527,13,Yes,No,Susceptible
13528,47,No,Yes,Exposed
13529,50,Yes,No,Infectious
13530,78,Yes,No,Susceptible
13531,85,Yes,No,Infectious
13532,26,Yes,Yes,Susceptible
13533,3,Yes,No,Susceptible
13534,51,Yes,Yes,Susceptible
13535,40,No,No,Susceptible
13536,68,No,No,Susceptible
13537,36,No,No,Susceptible
13538,51,Yes,No,Infectious
13539,1,Yes,Yes,Susceptible
13540,33,No,No,Susceptible
13541,7,No,No,Susceptible
13542,52,No,Yes,Recovered
13543,11,No,No,Susceptible
13544,27,Yes,Yes,Susceptible
13545,14,Yes,No,Susceptible
13546,86,No,No,Susceptible
13547,80,No,No,Susceptible
13548,46,Yes,No,Susceptible
13549,76,Yes,No,Susceptible
13550,10,No,No,Susceptible
13551,24,Yes,No,Susceptible
13552,61,Yes,No,Susceptible
13553,18,Yes,No,Susceptible
13554,86,Yes,No,Susceptible
13555,9,No,Yes,Susceptible
13556,17,Yes,Yes,Susceptible
13557,58,Yes,Yes,Susceptible
13558,13,No,Yes,Susceptible
13559,50,Yes,No,Susceptible
13560,6,No,No,Susceptible
13561,85,Yes,No,Susceptible
13562,51,Yes,No,Susceptible
13563,36,No,No,Infectious
13564,71,Yes,No,Susceptible
13565,25,Yes,No,Infectious
13566,11,Yes,No,Susceptible
13567,44,Yes,Yes,Susceptible
13568,14,Yes,No,Susceptible
13569,29,Yes,Yes,Susceptible
13570,74,No,No,Susceptible
13571,50,Yes,Yes,Susceptible
13572,5,No,No,Susceptible
13573,72,Yes,No,Infectious
13574,69,No,No,Susceptible
13575,88,Yes,Yes,Susceptible
13576,57,Yes,Yes,Susceptible
13577,26,No,No,Susceptible
13578,6,Yes,Yes,Susceptible
13579,16,No,No,Susceptible
13580,60,Yes,Yes,Susceptible
13581,12,Yes,Yes,Recovered
13582,75,Yes,Yes,Susceptible
13583,3,Yes,Yes,Susceptible
13584,63,No,No,Susceptible
13585,64,Yes,Yes,Susceptible
13586,62,Yes,Yes,Susceptible
13587,6,Yes,No,Susceptible
13588,19,Yes,Yes,Susceptible
13589,18,Yes,No,Susceptible
13590,80,No,No,Infectious
13591,87,Yes,Yes,Susceptible
13592,43,Yes,Yes,Susceptible
13593,73,Yes,Yes,Susceptible
13594,3,Yes,No,Susceptible
13595,72,No,No,Susceptible
13596,38,Yes,No,Susceptible
13597,68,No,Yes,Susceptible
13598,76,Yes,Yes,Susceptible
13599,44,Yes,No,Susceptible
13600,89,Yes,No,Susceptible
13601,80,Yes,No,Susceptible
13602,63,Yes,No,Susceptible
13603,42,Yes,Yes,Susceptible
13604,64,No,No,Susceptible
13605,54,No,No,Susceptible
13606,78,Yes,No,Susceptible
13607,77,Yes,Yes,Susceptible
13608,71,No,No,Infectious
13609,76,Yes,Yes,Susceptible
13610,37,Yes,Yes,Recovered
13611,4,Yes,Yes,Susceptible
13612,2,Yes,Yes,Recovered
13613,44,Yes,No,Susceptible
13614,67,Yes,No,Susceptible
13615,68,No,Yes,Susceptible
13616,76,Yes,No,Susceptible
13617,83,Yes,No,Susceptible
13618,74,Yes,Yes,Susceptible
13619,62,No,No,Susceptible
13620,1,Yes,No,Susceptible
13621,17,Yes,No,Susceptible
13622,16,Yes,No,Susceptible
13623,9,Yes,Yes,Susceptible
13624,53,Yes,No,Susceptible
13625,73,Yes,No,Susceptible
13626,59,Yes,Yes,Susceptible
13627,9,No,No,Susceptible
13628,12,Yes,Yes,Susceptible
13629,41,Yes,No,Susceptible
13630,15,Yes,Yes,Susceptible
13631,66,Yes,Yes,Susceptible
13632,75,Yes,No,Susceptible
13633,11,Yes,Yes,Susceptible
13634,8,No,Yes,Susceptible
13635,55,Yes,No,Susceptible
13636,6,Yes,No,Susceptible
13637,53,No,Yes,Susceptible
13638,20,No,No,Infectious
13639,39,Yes,Yes,Susceptible
13640,72,Yes,Yes,Susceptible
13641,34,No,No,Susceptible
13642,57,Yes,Yes,Susceptible
13643,19,Yes,No,Susceptible
13644,71,No,Yes,Susceptible
13645,31,Yes,No,Susceptible
13646,82,No,No,Susceptible
13647,40,Yes,No,Susceptible
13648,14,No,Yes,Susceptible
13649,81,Yes,Yes,Susceptible
13650,37,No,Yes,Susceptible
13651,44,Yes,No,Susceptible
13652,9,No,No,Susceptible
13653,58,Yes,No,Recovered
13654,20,Yes,Yes,Susceptible
13655,50,No,Yes,Susceptible
13656,20,Yes,Yes,Susceptible
13657,36,Yes,No,Susceptible
13658,27,Yes,Yes,Susceptible
13659,72,Yes,No,Susceptible
13660,32,Yes,Yes,Infectious
13661,1,Yes,Yes,Infectious
13662,17,No,Yes,Susceptible
13663,9,Yes,Yes,Susceptible
13664,84,Yes,Yes,Recovered
13665,45,Yes,Yes,Susceptible
13666,66,Yes,Yes,Susceptible
13667,32,Yes,No,Susceptible
13668,45,No,Yes,Susceptible
13669,9,No,No,Susceptible
13670,30,Yes,Yes,Exposed
13671,84,No,Yes,Susceptible
13672,38,Yes,Yes,Susceptible
13673,60,Yes,No,Susceptible
13674,1,Yes,Yes,Infectious
13675,5,Yes,No,Susceptible
13676,63,No,No,Susceptible
13677,36,No,No,Susceptible
13678,65,Yes,No,Susceptible
13679,78,Yes,Yes,Susceptible
13680,73,No,Yes,Susceptible
13681,24,Yes,No,Susceptible
13682,4,No,Yes,Susceptible
13683,78,No,Yes,Susceptible
13684,89,No,Yes,Susceptible
13685,68,No,No,Susceptible
13686,25,Yes,No,Susceptible
13687,74,No,No,Exposed
13688,7,No,No,Susceptible
13689,13,Yes,Yes,Susceptible
13690,68,Yes,No,Susceptible
13691,43,No,No,Susceptible
13692,57,Yes,Yes,Susceptible
13693,36,Yes,Yes,Susceptible
13694,14,Yes,No,Susceptible
13695,82,No,No,Susceptible
13696,72,Yes,Yes,Susceptible
13697,27,No,No,Susceptible
13698,37,Yes,No,Susceptible
13699,87,No,Yes,Susceptible
13700,71,No,Yes,Susceptible
13701,76,Yes,Yes,Susceptible
13702,25,Yes,Yes,Susceptible
13703,67,No,Yes,Susceptible
13704,4,No,No,Susceptible
13705,79,No,No,Susceptible
13706,74,Yes,No,Susceptible
13707,85,Yes,Yes,Susceptible
13708,16,Yes,No,Susceptible
13709,19,No,No,Exposed
13710,29,Yes,No,Susceptible
13711,51,Yes,No,Susceptible
13712,18,No,Yes,Susceptible
13713,58,No,No,Susceptible
13714,44,Yes,No,Susceptible
13715,16,Yes,Yes,Susceptible
13716,65,Yes,Yes,Susceptible
13717,2,No,No,Susceptible
13718,56,Yes,Yes,Susceptible
13719,79,No,No,Susceptible
13720,28,Yes,No,Susceptible
13721,65,No,No,Susceptible
13722,5,No,Yes,Susceptible
13723,22,Yes,Yes,Susceptible
13724,13,Yes,No,Susceptible
13725,65,Yes,Yes,Exposed
13726,16,Yes,No,Susceptible
13727,86,Yes,Yes,Susceptible
13728,64,Yes,No,Susceptible
13729,32,Yes,Yes,Susceptible
13730,80,Yes,Yes,Recovered
13731,51,Yes,Yes,Susceptible
13732,79,Yes,Yes,Susceptible
13733,58,Yes,No,Recovered
13734,46,Yes,No,Susceptible
13735,52,Yes,No,Susceptible
13736,63,Yes,Yes,Susceptible
13737,76,Yes,Yes,Susceptible
13738,60,No,No,Recovered
13739,65,Yes,Yes,Susceptible
13740,81,No,Yes,Susceptible
13741,55,Yes,Yes,Susceptible
13742,57,Yes,Yes,Susceptible
13743,71,Yes,No,Susceptible
13744,73,Yes,Yes,Susceptible
13745,86,Yes,Yes,Susceptible
13746,26,No,Yes,Susceptible
13747,12,Yes,Yes,Susceptible
13748,71,Yes,Yes,Susceptible
13749,46,Yes,Yes,Infectious
13750,47,No,Yes,Susceptible
13751,79,No,No,Infectious
13752,38,Yes,Yes,Susceptible
13753,21,Yes,No,Susceptible
13754,14,No,Yes,Susceptible
13755,2,Yes,Yes,Susceptible
13756,72,No,No,Susceptible
13757,70,Yes,No,Susceptible
13758,33,Yes,No,Susceptible
13759,6,Yes,Yes,Susceptible
13760,37,Yes,Yes,Susceptible
13761,14,Yes,No,Susceptible
13762,37,Yes,Yes,Susceptible
13763,8,No,No,Susceptible
13764,77,No,No,Susceptible
13765,13,Yes,Yes,Susceptible
13766,40,Yes,Yes,Exposed
13767,58,Yes,No,Susceptible
13768,18,No,No,Susceptible
13769,57,Yes,Yes,Susceptible
13770,83,No,No,Recovered
13771,38,Yes,Yes,Susceptible
13772,32,Yes,Yes,Susceptible
13773,86,No,Yes,Recovered
13774,66,No,No,Susceptible
13775,77,Yes,Yes,Susceptible
13776,87,Yes,Yes,Susceptible
13777,25,Yes,Yes,Susceptible
13778,58,Yes,Yes,Susceptible
13779,75,No,Yes,Exposed
13780,33,Yes,Yes,Susceptible
13781,88,No,No,Susceptible
13782,66,Yes,Yes,Recovered
13783,30,Yes,Yes,Susceptible
13784,81,Yes,No,Susceptible
13785,34,Yes,Yes,Susceptible
13786,86,Yes,No,Susceptible
13787,69,Yes,No,Susceptible
13788,48,Yes,No,Exposed
13789,40,Yes,No,Susceptible
13790,51,Yes,No,Susceptible
13791,80,Yes,Yes,Susceptible
13792,13,Yes,No,Susceptible
13793,31,Yes,Yes,Susceptible
13794,39,Yes,Yes,Susceptible
13795,63,Yes,No,Susceptible
13796,48,No,No,Susceptible
13797,87,No,Yes,Susceptible
13798,48,Yes,No,Susceptible
13799,61,Yes,Yes,Susceptible
13800,12,No,Yes,Susceptible
13801,78,Yes,Yes,Susceptible
13802,56,Yes,No,Susceptible
13803,18,No,Yes,Susceptible
13804,27,Yes,Yes,Susceptible
13805,28,Yes,Yes,Susceptible
13806,82,Yes,Yes,Infectious
13807,80,Yes,Yes,Susceptible
13808,52,No,No,Infectious
13809,16,Yes,No,Infectious
13810,77,Yes,No,Susceptible
13811,58,Yes,Yes,Susceptible
13812,9,Yes,No,Susceptible
13813,26,Yes,Yes,Exposed
13814,28,Yes,Yes,Susceptible
13815,77,No,Yes,Susceptible
